Status,Module,Sub-Module,SAP S/4HANA Table,SAP Field,SAP Field Name,Construction App Table,Construction App Field,Data Type,Max Length,Notes
Not Implemented,PM,Measuring Point - Master Data,IMPTT,PSORT,Measuring Point Description,measuring_points,measuring_point_name,VARCHAR,500,Description
Not Implemented,PM,Measuring Point - Master Data,IMPTT,EQUNR,Equipment,measuring_points,equipment_number,VARCHAR,18,Equipment number
Not Implemented,PM,Measuring Point - Master Data,IMPTT,TPLNR,Functional Location,measuring_points,floc_code,VARCHAR,30,Functional location
Not Implemented,PM,Measuring Point - Master Data,IMPTT,ATNAM,Characteristic,measuring_points,characteristic,VARCHAR,30,Characteristic
Not Implemented,PM,Measuring Point - Master Data,IMPTT,MSEHI,Unit of Measure,measuring_points,uom,VARCHAR,10,UOM
Not Implemented,PM,Measuring Point - Master Data,IMPTT,DECIM,Decimal Places,measuring_points,decimal_places,INTEGER,,Decimal places
Not Implemented,PM,Measuring Document - Reading,IMRG,MDOCM,Measuring Document,measuring_documents,document_number,VARCHAR,12,Measuring document
Not Implemented,PM,Measuring Document - Reading,IMRG,POINT,Measuring Point,measuring_documents,measuring_point,VARCHAR,12,Measuring point
Not Implemented,PM,Measuring Document - Reading,IMRG,READG,Reading,measuring_documents,reading_value,DECIMAL,"15,3",Reading value
Not Implemented,PM,Measuring Document - Reading,IMRG,IDATE,Reading Date,measuring_documents,reading_date,DATE,,Reading date
Not Implemented,PM,Measuring Document - Reading,IMRG,ITIME,Reading Time,measuring_documents,reading_time,TIME,,Reading time
Not Implemented,PM,Measuring Document - Reading,IMRG,MSEHI,Unit of Measure,measuring_documents,uom,VARCHAR,10,UOM
Not Implemented,PM,Measuring Document - Reading,IMRG,READR,Reader,measuring_documents,reader,VARCHAR,20,Person who recorded
Not Implemented,PM,Transaction Codes,IE01,IE01,Create Equipment,CreateEquipment,,,,"Component: CreateEquipment"
Not Implemented,PM,Transaction Codes,IE02,IE02,Change Equipment,MaintainEquipment,,,,"Component: MaintainEquipment"
Not Implemented,PM,Transaction Codes,IE03,IE03,Display Equipment,DisplayEquipment,,,,"Component: DisplayEquipment"
Not Implemented,PM,Transaction Codes,IL01,IL01,Create Functional Location,CreateFunctionalLocation,,,,"Component: CreateFunctionalLocation"
Not Implemented,PM,Transaction Codes,IL02,IL02,Change Functional Location,MaintainFunctionalLocation,,,,"Component: MaintainFunctionalLocation"
Not Implemented,PM,Transaction Codes,IW31,IW31,Create Maintenance Order,CreateMaintenanceOrder,,,,"Component: CreateMaintenanceOrder"
Not Implemented,PM,Transaction Codes,IW32,IW32,Change Maintenance Order,MaintainMaintenanceOrder,,,,"Component: MaintainMaintenanceOrder"
Not Implemented,PM,Transaction Codes,IW33,IW33,Display Maintenance Order,DisplayMaintenanceOrder,,,,"Component: DisplayMaintenanceOrder"
Not Implemented,PM,Transaction Codes,IW21,IW21,Create Notification,CreateNotification,,,,"Component: CreateNotification"
Not Implemented,PM,Transaction Codes,IW22,IW22,Change Notification,MaintainNotification,,,,"Component: MaintainNotification"
Not Implemented,PM,Transaction Codes,IW23,IW23,Display Notification,DisplayNotification,,,,"Component: DisplayNotification"
Not Implemented,PM,Transaction Codes,IP01,IP01,Create Maintenance Plan,CreateMaintenancePlan,,,,"Component: CreateMaintenancePlan"
Not Implemented,PM,Transaction Codes,IP02,IP02,Change Maintenance Plan,MaintainMaintenancePlan,,,,"Component: MaintainMaintenancePlan"
Not Implemented,PM,Transaction Codes,IP10,IP10,Maintenance Plan Scheduling,MaintenancePlanScheduling,,,,"Component: MaintenancePlanScheduling"
Not Implemented,PM,Transaction Codes,IW41,IW41,Order Confirmation,OrderConfirmation,,,,"Component: OrderConfirmation"
Not Implemented,PM,Transaction Codes,IW47,IW47,Technical Completion,TechnicalCompletion,,,,"Component: TechnicalCompletion"
Not Implemented,PM,Transaction Codes,IK01,IK01,Create Measuring Point,CreateMeasuringPoint,,,,"Component: CreateMeasuringPoint"
Not Implemented,PM,Transaction Codes,IK11,IK11,Enter Measurement Reading,EnterMeasurementReading,,,,"Component: EnterMeasurementReading"
Not Implemented,PS,Project Budget - Original,BPGE,PSPNR,WBS Element,project_budget_original,wbs_code,VARCHAR,24,WBS element
Not Implemented,PS,Project Budget - Original,BPGE,GJAHR,Fiscal Year,project_budget_original,fiscal_year,VARCHAR,4,Fiscal year
Not Implemented,PS,Project Budget - Original,BPGE,VERSN,Version,project_budget_original,version,VARCHAR,3,Budget version (000=Original)
Not Implemented,PS,Project Budget - Original,BPGE,WTJHR,Original Budget,project_budget_original,original_budget,DECIMAL,"15,2",Original approved budget
Not Implemented,PS,Project Budget - Original,BPGE,WAERS,Currency,project_budget_original,currency,VARCHAR,3,Currency
Not Implemented,PS,Project Budget - Supplement,BPGE,PSPNR,WBS Element,project_budget_supplement,wbs_code,VARCHAR,24,WBS element
Not Implemented,PS,Project Budget - Supplement,BPGE,GJAHR,Fiscal Year,project_budget_supplement,fiscal_year,VARCHAR,4,Fiscal year
Not Implemented,PS,Project Budget - Supplement,BPGE,VERSN,Version,project_budget_supplement,version,VARCHAR,3,Supplement version
Not Implemented,PS,Project Budget - Supplement,BPGE,WTJHR,Supplement Budget,project_budget_supplement,supplement_amount,DECIMAL,"15,2",Budget supplement/revision
Not Implemented,PS,Project Budget - Supplement,BPGE,WAERS,Currency,project_budget_supplement,currency,VARCHAR,3,Currency
Not Implemented,PS,Project Budget - Supplement,BPGE,SUPPL_DATE,Supplement Date,project_budget_supplement,supplement_date,DATE,,Date of supplement
Not Implemented,PS,Project Budget - Total,BPGE,PSPNR,WBS Element,project_budget_total,wbs_code,VARCHAR,24,WBS element
Not Implemented,PS,Project Budget - Total,BPGE,GJAHR,Fiscal Year,project_budget_total,fiscal_year,VARCHAR,4,Fiscal year
Not Implemented,PS,Project Budget - Total,BPGE,WTGES,Total Budget,project_budget_total,total_budget,DECIMAL,"15,2",Total budget (Original + Supplements)
Not Implemented,PS,Project Budget - Total,BPGE,WAERS,Currency,project_budget_total,currency,VARCHAR,3,Currency
Not Implemented,PS,Project Costs - Plan,COSP,PSPNR,WBS Element,project_costs_plan,wbs_code,VARCHAR,24,WBS element
Not Implemented,PS,Project Costs - Plan,COSP,GJAHR,Fiscal Year,project_costs_plan,fiscal_year,VARCHAR,4,Fiscal year
Not Implemented,PS,Project Costs - Plan,COSP,VERSN,Version,project_costs_plan,version,VARCHAR,3,Planning version
Not Implemented,PS,Project Costs - Plan,COSP,KSTAR,Cost Element,project_costs_plan,cost_element,VARCHAR,10,Cost element
Not Implemented,PS,Project Costs - Plan,COSP,WTGBTR,Planned Cost,project_costs_plan,planned_cost,DECIMAL,"15,2",Planned cost amount
Not Implemented,PS,Project Costs - Plan,COSP,WAERS,Currency,project_costs_plan,currency,VARCHAR,3,Currency
Not Implemented,PS,Project Costs - Plan,COSP,MEINH,Unit of Measure,project_costs_plan,uom,VARCHAR,10,UOM
Not Implemented,PS,Project Costs - Plan,COSP,MBGBTR,Planned Quantity,project_costs_plan,planned_quantity,DECIMAL,"15,3",Planned quantity
Not Implemented,PS,Project Costs - Commitment,COEP,PSPNR,WBS Element,project_costs_commitment,wbs_code,VARCHAR,24,WBS element
Not Implemented,PS,Project Costs - Commitment,COEP,GJAHR,Fiscal Year,project_costs_commitment,fiscal_year,VARCHAR,4,Fiscal year
Not Implemented,PS,Project Costs - Commitment,COEP,WRTTP,Value Type,project_costs_commitment,value_type,VARCHAR,2,Value type (3=Commitment)
Not Implemented,PS,Project Costs - Commitment,COEP,KSTAR,Cost Element,project_costs_commitment,cost_element,VARCHAR,10,Cost element
Not Implemented,PS,Project Costs - Commitment,COEP,WTGBTR,Commitment Amount,project_costs_commitment,commitment_amount,DECIMAL,"15,2",Committed cost (PO value)
Not Implemented,PS,Project Costs - Commitment,COEP,WAERS,Currency,project_costs_commitment,currency,VARCHAR,3,Currency
Not Implemented,PS,Project Costs - Commitment,COEP,BEKNZ,Document Category,project_costs_commitment,document_category,VARCHAR,1,Document category
Not Implemented,PS,Project Costs - Actual,COEP,PSPNR,WBS Element,project_costs_actual,wbs_code,VARCHAR,24,WBS element
Not Implemented,PS,Project Costs - Actual,COEP,GJAHR,Fiscal Year,project_costs_actual,fiscal_year,VARCHAR,4,Fiscal year
Not Implemented,PS,Project Costs - Actual,COEP,PERIO,Period,project_costs_actual,period,VARCHAR,3,Posting period
Not Implemented,PS,Project Costs - Actual,COEP,WRTTP,Value Type,project_costs_actual,value_type,VARCHAR,2,Value type (4=Actual)
Not Implemented,PS,Project Costs - Actual,COEP,KSTAR,Cost Element,project_costs_actual,cost_element,VARCHAR,10,Cost element
Not Implemented,PS,Project Costs - Actual,COEP,WTGBTR,Actual Cost,project_costs_actual,actual_cost,DECIMAL,"15,2",Actual cost amount
Not Implemented,PS,Project Costs - Actual,COEP,WAERS,Currency,project_costs_actual,currency,VARCHAR,3,Currency
Not Implemented,PS,Project Costs - Actual,COEP,MEINH,Unit of Measure,project_costs_actual,uom,VARCHAR,10,UOM
Not Implemented,PS,Project Costs - Actual,COEP,MBGBTR,Actual Quantity,project_costs_actual,actual_quantity,DECIMAL,"15,3",Actual quantity
Not Implemented,PS,Project Costs - Actual,COEP,BEKNZ,Document Category,project_costs_actual,document_category,VARCHAR,1,Document category
Not Implemented,PS,Project Costs - Variance,Custom,Custom,WBS Element,project_costs_variance,wbs_code,VARCHAR,24,WBS element
Not Implemented,PS,Project Costs - Variance,Custom,Custom,Fiscal Year,project_costs_variance,fiscal_year,VARCHAR,4,Fiscal year
Not Implemented,PS,Project Costs - Variance,Custom,Custom,Cost Element,project_costs_variance,cost_element,VARCHAR,10,Cost element
Not Implemented,PS,Project Costs - Variance,Custom,Custom,Budget,project_costs_variance,budget,DECIMAL,"15,2",Total budget
Not Implemented,PS,Project Costs - Variance,Custom,Custom,Planned Cost,project_costs_variance,planned_cost,DECIMAL,"15,2",Planned cost
Not Implemented,PS,Project Costs - Variance,Custom,Custom,Commitment,project_costs_variance,commitment,DECIMAL,"15,2",Committed cost
Not Implemented,PS,Project Costs - Variance,Custom,Custom,Actual Cost,project_costs_variance,actual_cost,DECIMAL,"15,2",Actual cost
Not Implemented,PS,Project Costs - Variance,Custom,Custom,Budget Variance,project_costs_variance,budget_variance,DECIMAL,"15,2",Budget - (Commitment + Actual)
Not Implemented,PS,Project Costs - Variance,Custom,Custom,Plan Variance,project_costs_variance,plan_variance,DECIMAL,"15,2",Planned - Actual
Not Implemented,PS,Project Costs - Variance,Custom,Custom,Currency,project_costs_variance,currency,VARCHAR,3,Currency
Not Implemented,PS,Project Revenue - Plan,COSP,PSPNR,WBS Element,project_revenue_plan,wbs_code,VARCHAR,24,WBS element
Not Implemented,PS,Project Revenue - Plan,COSP,GJAHR,Fiscal Year,project_revenue_plan,fiscal_year,VARCHAR,4,Fiscal year
Not Implemented,PS,Project Revenue - Plan,COSP,VERSN,Version,project_revenue_plan,version,VARCHAR,3,Planning version
Not Implemented,PS,Project Revenue - Plan,COSP,KSTAR,Revenue Element,project_revenue_plan,revenue_element,VARCHAR,10,Revenue element
Not Implemented,PS,Project Revenue - Plan,COSP,WTGBTR,Planned Revenue,project_revenue_plan,planned_revenue,DECIMAL,"15,2",Planned revenue amount
Not Implemented,PS,Project Revenue - Plan,COSP,WAERS,Currency,project_revenue_plan,currency,VARCHAR,3,Currency
Not Implemented,PS,Project Revenue - Actual,COEP,PSPNR,WBS Element,project_revenue_actual,wbs_code,VARCHAR,24,WBS element
Not Implemented,PS,Project Revenue - Actual,COEP,GJAHR,Fiscal Year,project_revenue_actual,fiscal_year,VARCHAR,4,Fiscal year
Not Implemented,PS,Project Revenue - Actual,COEP,PERIO,Period,project_revenue_actual,period,VARCHAR,3,Posting period
Not Implemented,PS,Project Revenue - Actual,COEP,KSTAR,Revenue Element,project_revenue_actual,revenue_element,VARCHAR,10,Revenue element
Not Implemented,PS,Project Revenue - Actual,COEP,WTGBTR,Actual Revenue,project_revenue_actual,actual_revenue,DECIMAL,"15,2",Actual revenue amount
Not Implemented,PS,Project Revenue - Actual,COEP,WAERS,Currency,project_revenue_actual,currency,VARCHAR,3,Currency
Not Implemented,PM,Maintenance Order - Budget,AUFK,PHAS1,Original Budget,maintenance_order_budget,order_number,VARCHAR,12,Order number
Not Implemented,PM,Maintenance Order - Budget,Custom,Custom,Original Budget,maintenance_order_budget,original_budget,DECIMAL,"15,2",Original approved budget
Not Implemented,PM,Maintenance Order - Budget,Custom,Custom,Revised Budget,maintenance_order_budget,revised_budget,DECIMAL,"15,2",Revised budget
Not Implemented,PM,Maintenance Order - Budget,Custom,Custom,Total Budget,maintenance_order_budget,total_budget,DECIMAL,"15,2",Total budget (Original + Revisions)
Not Implemented,PM,Maintenance Order - Budget,Custom,Custom,Currency,maintenance_order_budget,currency,VARCHAR,3,Currency
Not Implemented,PM,Maintenance Order - Estimated Cost,AFKO,AUFNR,Order Number,maintenance_order_estimate,order_number,VARCHAR,12,Order number
Not Implemented,PM,Maintenance Order - Estimated Cost,AFKO,GSTRS,Estimated Start,maintenance_order_estimate,estimated_start,DATE,,Estimated start date
Not Implemented,PM,Maintenance Order - Estimated Cost,AFKO,GLTRS,Estimated Finish,maintenance_order_estimate,estimated_finish,DATE,,Estimated finish date
Not Implemented,PM,Maintenance Order - Estimated Cost,Custom,Custom,Estimated Labor Cost,maintenance_order_estimate,estimated_labor_cost,DECIMAL,"15,2",Estimated labor cost
Not Implemented,PM,Maintenance Order - Estimated Cost,Custom,Custom,Estimated Material Cost,maintenance_order_estimate,estimated_material_cost,DECIMAL,"15,2",Estimated material cost
Not Implemented,PM,Maintenance Order - Estimated Cost,Custom,Custom,Estimated Service Cost,maintenance_order_estimate,estimated_service_cost,DECIMAL,"15,2",Estimated external service cost
Not Implemented,PM,Maintenance Order - Estimated Cost,Custom,Custom,Estimated Overhead,maintenance_order_estimate,estimated_overhead,DECIMAL,"15,2",Estimated overhead cost
Not Implemented,PM,Maintenance Order - Estimated Cost,Custom,Custom,Total Estimated Cost,maintenance_order_estimate,total_estimated_cost,DECIMAL,"15,2",Total estimated cost
Not Implemented,PM,Maintenance Order - Estimated Cost,Custom,Custom,Currency,maintenance_order_estimate,currency,VARCHAR,3,Currency
Not Implemented,PM,Maintenance Order - Actual Cost,COEP,AUFNR,Order Number,maintenance_order_actual,order_number,VARCHAR,12,Order number
Not Implemented,PM,Maintenance Order - Actual Cost,COEP,GJAHR,Fiscal Year,maintenance_order_actual,fiscal_year,VARCHAR,4,Fiscal year
Not Implemented,PM,Maintenance Order - Actual Cost,COEP,PERIO,Period,maintenance_order_actual,period,VARCHAR,3,Posting period
Not Implemented,PM,Maintenance Order - Actual Cost,COEP,KSTAR,Cost Element,maintenance_order_actual,cost_element,VARCHAR,10,Cost element
Not Implemented,PM,Maintenance Order - Actual Cost,COEP,WTGBTR,Actual Cost,maintenance_order_actual,actual_cost,DECIMAL,"15,2",Actual cost amount
Not Implemented,PM,Maintenance Order - Actual Cost,COEP,WAERS,Currency,maintenance_order_actual,currency,VARCHAR,3,Currency
Not Implemented,PM,Maintenance Order - Actual Cost,COEP,MEINH,Unit of Measure,maintenance_order_actual,uom,VARCHAR,10,UOM
Not Implemented,PM,Maintenance Order - Actual Cost,COEP,MBGBTR,Actual Quantity,maintenance_order_actual,actual_quantity,DECIMAL,"15,3",Actual quantity
Not Implemented,PM,Maintenance Order - Actual Labor,AFRU,AUFNR,Order Number,maintenance_order_labor,order_number,VARCHAR,12,Order number
Not Implemented,PM,Maintenance Order - Actual Labor,AFRU,APLZL,Operation,maintenance_order_labor,operation_number,VARCHAR,8,Operation number
Not Implemented,PM,Maintenance Order - Actual Labor,AFRU,ISMNW,Actual Work,maintenance_order_labor,actual_work,DECIMAL,"15,3",Actual work hours
Not Implemented,PM,Maintenance Order - Actual Labor,AFRU,MEINH,Work Unit,maintenance_order_labor,work_unit,VARCHAR,3,Work unit (H/MIN)
Not Implemented,PM,Maintenance Order - Actual Labor,AFRU,PERNR,Personnel Number,maintenance_order_labor,personnel_number,VARCHAR,8,Employee number
Not Implemented,PM,Maintenance Order - Actual Labor,AFRU,BUDAT,Posting Date,maintenance_order_labor,posting_date,DATE,,Confirmation date
Not Implemented,PM,Maintenance Order - Actual Labor,Custom,Custom,Labor Cost,maintenance_order_labor,labor_cost,DECIMAL,"15,2",Actual labor cost
Not Implemented,PM,Maintenance Order - Actual Labor,Custom,Custom,Currency,maintenance_order_labor,currency,VARCHAR,3,Currency
Not Implemented,PM,Maintenance Order - Actual Material,MSEG,AUFNR,Order Number,maintenance_order_material,order_number,VARCHAR,12,Order number
Not Implemented,PM,Maintenance Order - Actual Material,MSEG,MATNR,Material Number,maintenance_order_material,material_code,VARCHAR,40,Material
Not Implemented,PM,Maintenance Order - Actual Material,MSEG,MENGE,Quantity,maintenance_order_material,quantity,DECIMAL,"15,3",Material quantity
Not Implemented,PM,Maintenance Order - Actual Material,MSEG,MEINS,Unit of Measure,maintenance_order_material,uom,VARCHAR,10,UOM
Not Implemented,PM,Maintenance Order - Actual Material,MSEG,DMBTR,Material Cost,maintenance_order_material,material_cost,DECIMAL,"15,2",Material cost amount
Not Implemented,PM,Maintenance Order - Actual Material,MSEG,WAERS,Currency,maintenance_order_material,currency,VARCHAR,3,Currency
Not Implemented,PM,Maintenance Order - Actual Material,MSEG,BUDAT,Posting Date,maintenance_order_material,posting_date,DATE,,Goods issue date
Not Implemented,PM,Maintenance Order - Variance,Custom,Custom,Order Number,maintenance_order_variance,order_number,VARCHAR,12,Order number
Not Implemented,PM,Maintenance Order - Variance,Custom,Custom,Budget,maintenance_order_variance,budget,DECIMAL,"15,2",Total budget
Not Implemented,PM,Maintenance Order - Variance,Custom,Custom,Estimated Cost,maintenance_order_variance,estimated_cost,DECIMAL,"15,2",Total estimated cost
Not Implemented,PM,Maintenance Order - Variance,Custom,Custom,Actual Cost,maintenance_order_variance,actual_cost,DECIMAL,"15,2",Total actual cost
Not Implemented,PM,Maintenance Order - Variance,Custom,Custom,Budget Variance,maintenance_order_variance,budget_variance,DECIMAL,"15,2",Budget - Actual
Not Implemented,PM,Maintenance Order - Variance,Custom,Custom,Estimate Variance,maintenance_order_variance,estimate_variance,DECIMAL,"15,2",Estimated - Actual
Not Implemented,PM,Maintenance Order - Variance,Custom,Custom,Budget Variance %,maintenance_order_variance,budget_variance_pct,DECIMAL,"5,2",Budget variance percentage
Not Implemented,PM,Maintenance Order - Variance,Custom,Custom,Estimate Variance %,maintenance_order_variance,estimate_variance_pct,DECIMAL,"5,2",Estimate variance percentage
Not Implemented,PM,Maintenance Order - Variance,Custom,Custom,Currency,maintenance_order_variance,currency,VARCHAR,3,Currency
Not Implemented,PS,Transaction Codes,CJ40,CJ40,Project Budget Planning,ProjectBudgetPlanning,,,,"Component: ProjectBudgetPlanning"
Not Implemented,PS,Transaction Codes,CJ9A,CJ9A,Project Cost Analysis,ProjectCostAnalysis,,,,"Component: ProjectCostAnalysis"
Not Implemented,PS,Transaction Codes,S_ALR_87013558,S_ALR_87013558,WBS Cost Report,WBSCostReport,,,,"Component: WBSCostReport"
Not Implemented,PS,Transaction Codes,CJ9E,CJ9E,Project Budget/Actual/Commitment,ProjectBudgetActual,,,,"Component: ProjectBudgetActual"
Not Implemented,PM,Transaction Codes,IW38,IW38,Order Cost Analysis,OrderCostAnalysis,,,,"Component: OrderCostAnalysis"
Not Implemented,PM,Transaction Codes,IW48,IW48,Order Budget,OrderBudget,,,,"Component: OrderBudget"
Not Implemented,PM,Transaction Codes,S_ALR_87012993,S_ALR_87012993,PM Order Cost Report,PMOrderCostReport,,,,"Component: PMOrderCostReport"
Not Implemented,BP,Business Partner - General Data,BUT000,PARTNER,Business Partner Number,business_partners,bp_number,VARCHAR,10,Business partner number
Not Implemented,BP,Business Partner - General Data,BUT000,TYPE,BP Type,business_partners,bp_type,VARCHAR,4,1=Person 2=Organization
Not Implemented,BP,Business Partner - General Data,BUT000,NAME_ORG1,Name 1,business_partners,name_1,VARCHAR,500,Organization name / Last name
Not Implemented,BP,Business Partner - General Data,BUT000,NAME_ORG2,Name 2,business_partners,name_2,VARCHAR,500,Additional name / First name
Not Implemented,BP,Business Partner - General Data,BUT000,NAME_ORG3,Name 3,business_partners,name_3,VARCHAR,500,Additional name
Not Implemented,BP,Business Partner - General Data,BUT000,NAME_ORG4,Name 4,business_partners,name_4,VARCHAR,500,Additional name
Not Implemented,BP,Business Partner - General Data,BUT000,SORT1,Search Term 1,business_partners,search_term_1,VARCHAR,20,Search term
Not Implemented,BP,Business Partner - General Data,BUT000,SORT2,Search Term 2,business_partners,search_term_2,VARCHAR,20,Additional search term
Not Implemented,BP,Business Partner - General Data,BUT000,BPKIND,BP Kind,business_partners,bp_kind,VARCHAR,4,Business partner kind
Not Implemented,BP,Business Partner - General Data,BUT000,BPEXT,External BP Number,business_partners,external_bp_number,VARCHAR,20,External BP number
Not Implemented,BP,Business Partner - General Data,BUT000,XDELE,Central Block,business_partners,central_block,BOOLEAN,,Central deletion flag
Not Implemented,BP,Business Partner - General Data,BUT000,XBLCK,Central Posting Block,business_partners,central_posting_block,BOOLEAN,,Central posting block
Not Implemented,BP,Business Partner - Role,BUT100,PARTNER,Business Partner Number,business_partner_roles,bp_number,VARCHAR,10,Business partner number
Not Implemented,BP,Business Partner - Role,BUT100,PARTNER_ROLE,BP Role,business_partner_roles,bp_role,VARCHAR,6,FLCU00=Customer FLVN00=Vendor
Not Implemented,BP,Business Partner - Role,BUT100,VALID_FROM,Valid From,business_partner_roles,valid_from,DATE,,Validity start date
Not Implemented,BP,Business Partner - Role,BUT100,VALID_TO,Valid To,business_partner_roles,valid_to,DATE,,Validity end date
Not Implemented,BP,Business Partner - Address,BUT020,PARTNER,Business Partner Number,business_partner_addresses,bp_number,VARCHAR,10,Business partner number
Not Implemented,BP,Business Partner - Address,BUT020,ADDRNUMBER,Address Number,business_partner_addresses,address_number,VARCHAR,10,Address number
Not Implemented,BP,Business Partner - Address,ADRC,STREET,Street,business_partner_addresses,street,VARCHAR,500,Street address
Not Implemented,BP,Business Partner - Address,ADRC,HOUSE_NUM1,House Number,business_partner_addresses,house_number,VARCHAR,10,House number
Not Implemented,BP,Business Partner - Address,ADRC,CITY1,City,business_partner_addresses,city,VARCHAR,100,City
Not Implemented,BP,Business Partner - Address,ADRC,POST_CODE1,Postal Code,business_partner_addresses,postal_code,VARCHAR,10,Postal code
Not Implemented,BP,Business Partner - Address,ADRC,REGION,Region,business_partner_addresses,region,VARCHAR,3,Region/State
Not Implemented,BP,Business Partner - Address,ADRC,COUNTRY,Country,business_partner_addresses,country_code,VARCHAR,2,Country key
Not Implemented,BP,Business Partner - Address,ADRC,TIME_ZONE,Time Zone,business_partner_addresses,time_zone,VARCHAR,6,Time zone
Not Implemented,BP,Business Partner - Contact,ADR2,ADDRNUMBER,Address Number,business_partner_contacts,address_number,VARCHAR,10,Address number
Not Implemented,BP,Business Partner - Contact,ADR2,TEL_NUMBER,Telephone,business_partner_contacts,phone,VARCHAR,30,Telephone number
Not Implemented,BP,Business Partner - Contact,ADR2,R3_USER,Standard Number,business_partner_contacts,standard_number,BOOLEAN,,Standard phone indicator
Not Implemented,BP,Business Partner - Contact,ADR3,ADDRNUMBER,Address Number,business_partner_contacts,address_number,VARCHAR,10,Address number
Not Implemented,BP,Business Partner - Contact,ADR3,FAX_NUMBER,Fax,business_partner_contacts,fax,VARCHAR,30,Fax number
Not Implemented,BP,Business Partner - Contact,ADR6,ADDRNUMBER,Address Number,business_partner_contacts,address_number,VARCHAR,10,Address number
Not Implemented,BP,Business Partner - Contact,ADR6,SMTP_ADDR,Email,business_partner_contacts,email,VARCHAR,500,Email address
Not Implemented,BP,Business Partner - Contact,ADR6,STD_NO,Standard Email,business_partner_contacts,standard_email,BOOLEAN,,Standard email indicator
Not Implemented,BP,Business Partner - Bank Details,BUT0BK,PARTNER,Business Partner Number,business_partner_banks,bp_number,VARCHAR,10,Business partner number
Not Implemented,BP,Business Partner - Bank Details,BUT0BK,BANKS,Bank Country,business_partner_banks,bank_country,VARCHAR,2,Bank country key
Not Implemented,BP,Business Partner - Bank Details,BUT0BK,BANKL,Bank Key,business_partner_banks,bank_key,VARCHAR,15,Bank key
Not Implemented,BP,Business Partner - Bank Details,BUT0BK,BANKN,Bank Account Number,business_partner_banks,bank_account,VARCHAR,18,Bank account number
Not Implemented,BP,Business Partner - Bank Details,BUT0BK,BKONT,Bank Control Key,business_partner_banks,bank_control_key,VARCHAR,2,Bank control key
Not Implemented,BP,Business Partner - Bank Details,BUT0BK,BVTYP,Bank Account Type,business_partner_banks,bank_account_type,VARCHAR,4,Bank account type
Not Implemented,BP,Business Partner - Bank Details,BUT0BK,IBAN,IBAN,business_partner_banks,iban,VARCHAR,34,IBAN
Not Implemented,BP,Business Partner - Bank Details,BUT0BK,SWIFT,SWIFT Code,business_partner_banks,swift_code,VARCHAR,11,SWIFT/BIC code
Not Implemented,BP,Business Partner - Tax Number,DFKKBPTAXNUM,PARTNER,Business Partner Number,business_partner_tax,bp_number,VARCHAR,10,Business partner number
Not Implemented,BP,Business Partner - Tax Number,DFKKBPTAXNUM,TAXTYPE,Tax Number Category,business_partner_tax,tax_category,VARCHAR,4,Tax number category
Not Implemented,BP,Business Partner - Tax Number,DFKKBPTAXNUM,TAXNUM,Tax Number,business_partner_tax,tax_number,VARCHAR,20,Tax identification number
Not Implemented,BP,Business Partner - Tax Number,DFKKBPTAXNUM,COUNTRY,Country,business_partner_tax,country_code,VARCHAR,2,Country key
Not Implemented,BP,Business Partner - Customer Role,CUST_KNVV,KUNNR,Customer Number,bp_customer_sales,customer_number,VARCHAR,10,Customer number (BP role)
Not Implemented,BP,Business Partner - Customer Role,CUST_KNVV,VKORG,Sales Organization,bp_customer_sales,sales_org,VARCHAR,4,Sales organization
Not Implemented,BP,Business Partner - Customer Role,CUST_KNVV,VTWEG,Distribution Channel,bp_customer_sales,distribution_channel,VARCHAR,2,Distribution channel
Not Implemented,BP,Business Partner - Customer Role,CUST_KNVV,SPART,Division,bp_customer_sales,division,VARCHAR,2,Division
Not Implemented,BP,Business Partner - Customer Role,CUST_KNVV,ZTERM,Payment Terms,bp_customer_sales,payment_terms,VARCHAR,4,Payment terms
Not Implemented,BP,Business Partner - Customer Role,CUST_KNVV,INCO1,Incoterms,bp_customer_sales,incoterms,VARCHAR,3,Incoterms
Not Implemented,BP,Business Partner - Customer Role,CUST_KNVV,WAERS,Currency,bp_customer_sales,currency,VARCHAR,3,Currency
Not Implemented,BP,Business Partner - Customer Role,CUST_KNVV,KTGRD,Account Assignment Group,bp_customer_sales,account_assignment_group,VARCHAR,2,Account assignment group
Not Implemented,BP,Business Partner - Vendor Role,CUST_LFM1,LIFNR,Vendor Number,bp_vendor_purchasing,vendor_number,VARCHAR,10,Vendor number (BP role)
Not Implemented,BP,Business Partner - Vendor Role,CUST_LFM1,EKORG,Purchasing Organization,bp_vendor_purchasing,purchasing_org,VARCHAR,4,Purchasing organization
Not Implemented,BP,Business Partner - Vendor Role,CUST_LFM1,ZTERM,Payment Terms,bp_vendor_purchasing,payment_terms,VARCHAR,4,Payment terms
Not Implemented,BP,Business Partner - Vendor Role,CUST_LFM1,WAERS,Currency,bp_vendor_purchasing,currency,VARCHAR,3,Currency
Not Implemented,BP,Business Partner - Vendor Role,CUST_LFM1,EKGRP,Purchasing Group,bp_vendor_purchasing,purchasing_group,VARCHAR,3,Purchasing group
Not Implemented,BP,Business Partner - Vendor Role,CUST_LFM1,INCO1,Incoterms,bp_vendor_purchasing,incoterms,VARCHAR,3,Incoterms
Not Implemented,BP,Business Partner - Vendor Role,CUST_LFM1,KALSK,Schema Group Vendor,bp_vendor_purchasing,schema_group,VARCHAR,2,Schema group
